Image,Labels
../train/cotton_weed\Goosegrass\Goosegrass_180.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_181.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_182.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_183.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_184.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_185.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_186.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_187.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_188.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_189.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_19.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_190.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_191.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_192.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_193.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_194.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_195.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_196.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_197.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_198.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_199.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_20.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_200.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_201.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_202.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_203.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_204.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_205.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_206.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_207.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_208.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_209.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_21.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_210.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_211.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_212.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_213.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_214.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_215.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_216.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_22.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_23.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_24.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_25.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_26.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_27.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_28.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_29.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_3.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_30.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_31.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_32.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_33.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_34.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_35.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_36.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_37.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_38.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_39.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_4.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_40.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_41.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_42.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_43.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_44.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_45.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_46.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_47.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_48.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_49.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_5.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_50.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_51.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_52.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_53.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_54.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_55.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_56.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_57.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_58.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_59.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_6.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_60.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_61.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_62.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_63.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_64.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_65.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_66.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_67.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_68.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_69.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_7.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_70.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_71.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_72.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_73.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_74.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_75.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_76.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_77.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_78.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_79.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_8.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_80.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_81.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_82.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_83.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_84.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_85.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_86.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_87.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_88.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_89.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_9.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_90.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_91.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_92.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_93.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_94.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_95.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_96.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_97.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_98.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_99.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_10.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_100.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_101.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_102.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_103.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_104.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_105.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_106.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_107.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_108.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_109.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_10_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_10_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_11.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_110.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_111.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_112.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_113.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_114.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_115.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_116.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_117.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_118.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_119.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_11_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_11_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_12.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_120.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_121.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_122.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_123.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_124.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_125.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_126.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_127.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_128.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_129.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_12_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_12_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_13.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_13_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_13_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_14.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_14_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_14_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_15.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_15_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_15_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_16.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_16_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_16_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_17.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_17_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_17_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_18.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_18_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_18_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_19.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_19_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_19_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_1_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_1_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_20.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_20_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_20_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_21.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_21_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_21_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_22.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_22_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_22_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_23.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_23_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_23_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_24.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_24_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_24_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_25.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_25_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_25_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_26.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_26_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_26_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_27.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_27_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_27_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_28.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_28_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_28_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_29.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_29_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_2_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_2_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_3.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_30.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_30_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_31.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_31_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_32.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_32_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_33.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_33_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_34.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_34_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_35.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_35_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_36.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_36_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_37.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_37_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_38.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_38_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_39.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_39_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_3_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_3_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_4.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_40.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_40_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_41.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_41_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_42.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_42_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_43.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_43_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_44.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_44_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_45.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_45_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_46.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_46_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_47.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_47_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_48.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_48_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_49.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_49_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_4_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_4_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_5.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_50.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_50_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_51.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_51_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_52.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_52_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_53.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_53_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_54.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_54_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_55.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_55_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_56.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_56_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_57.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_57_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_58.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_58_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_59.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_59_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_5_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_5_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_6.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_60.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_60_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_61.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_61_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_62.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_62_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_63.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_63_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_64.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_64_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_65.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_65_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_66.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_66_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_67.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_67_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_68.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_68_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_69.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_69_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_6_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_6_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_7.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_70.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_70_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_71.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_71_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_72.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_72_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_73.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_73_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_74.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_74_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_75.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_75_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_76.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_76_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_77.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_77_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_78.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_79.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_7_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_7_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_8.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_80.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_81.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_82.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_83.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_84.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_85.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_86.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_87.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_88.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_89.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_8_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_8_2.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_augmented_9.jpg,Goosegrass
